harvest_order,type,location_name,trial_name,plot_number,plot_name,accession_name,entry_number,seedlot_name,row_number,col_number,rep_number,block_number,is_a_control
263,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,230,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_230,NO_OATS_PLANTED,,,5,20,7,7,
264,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,247,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_247,NC20-4700,,,6,20,7,7,
265,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,258,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_258,NF12AS-107-4_2-1,,,7,20,8,8,
266,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,275,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_275,NF18,,,8,20,8,8,
267,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,286,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_286,NF00407,,,9,20,8,8,
268,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,303,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_303,NO_OATS_PLANTED,,,10,20,9,9,
269,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,314,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_314,LA17129SBSS-8-1,,,11,20,9,9,
270,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,331,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_331,NO_OATS_PLANTED,,,12,20,9,9,
271,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,353,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_353,NO_OATS_PLANTED,,,13,20,10,10,
272,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,364,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_364,NC20-4700,,,14,20,10,10,
273,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,363,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_363,NC20-4700,,,14,21,10,10,
274,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,354,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_354,NO_OATS_PLANTED,,,13,21,10,10,
275,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,330,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_330,NC21-6609,,,12,21,9,9,
276,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,315,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_315,SCLA17080SBS-4-2,,,11,21,9,9,
277,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,302,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_302,FLLA16083-25,,,10,21,9,9,
278,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,287,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_287,NF13-4153-4_2,,,9,21,8,8,
279,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,274,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_274,NC18-5877N,,,8,21,8,8,
280,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,259,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_259,NF401_1,,,7,21,8,8,
281,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,246,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_246,NO_OATS_PLANTED,,,6,21,7,7,
282,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,231,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_231,Winter Hayden,,,5,21,7,7,
283,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,218,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_218,GERARD224,,,4,21,7,7,
284,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,203,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_203,OZARK|POGI,,,3,21,6,6,
285,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,190,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_190,NO_OATS_PLANTED,,,2,21,6,6,
286,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,175,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_175,NC18-5877N,,,1,21,6,6,
287,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,176,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_176,NC18-5877N,,,1,22,6,6,
288,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,189,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_189,NO_OATS_PLANTED,,,2,22,6,6,
289,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,204,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_204,OZARK|POGI,,,3,22,6,6,
290,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,217,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_217,GERARD224,,,4,22,7,7,
291,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,232,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_232,Winter Hayden,,,5,22,7,7,
292,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,245,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_245,NO_OATS_PLANTED,,,6,22,7,7,
293,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,260,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_260,NF401_1,,,7,22,8,8,
294,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,273,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_273,NC18-5877N,,,8,22,8,8,
295,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,288,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_288,NF13-4153-4_2,,,9,22,8,8,
296,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,301,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_301,FLLA16083-25,,,10,22,9,9,
297,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,316,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_316,SCLA17080SBS-4-2,,,11,22,9,9,
298,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,329,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_329,NC21-6609,,,12,22,9,9,
299,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,355,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_355,FLLA11019-8,,,13,22,10,10,
300,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,362,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_362,NO_OATS_PLANTED,,,14,22,10,10,
301,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,361,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_361,NO_OATS_PLANTED,,,14,23,10,10,
302,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,356,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_356,FLLA11019-8,,,13,23,10,10,
303,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,328,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_328,Juggernaut,,,12,23,9,9,
304,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,317,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_317,HORIZON201,,,11,23,9,9,
305,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,300,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_300,LA17153SBSS-55-1,,,10,23,9,9,
306,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,289,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_289,NO_OATS_PLANTED,,,9,23,8,8,
307,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,272,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_272,NF13-4173-4_6,,,8,23,8,8,
308,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,261,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_261,NC19-3542,,,7,23,8,8,
309,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,244,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_244,LA17069SBSS-2-1,,,6,23,7,7,
310,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,233,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_233,OKAY,,,5,23,7,7,
311,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,216,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_216,NF00407,,,4,23,7,7,
312,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,205,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_205,GERARD224,,,3,23,6,6,
313,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,188,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_188,NO_OATS_PLANTED,,,2,23,6,6,
314,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,177,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_177,NO_OATS_PLANTED,,,1,23,6,6,
315,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,178,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_178,NO_OATS_PLANTED,,,1,24,6,6,
316,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,187,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_187,NO_OATS_PLANTED,,,2,24,6,6,
317,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,206,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_206,GERARD224,,,3,24,6,6,
318,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,215,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_215,NF00407,,,4,24,7,7,
319,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,234,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_234,OKAY,,,5,24,7,7,
320,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,243,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_243,LA17069SBSS-2-1,,,6,24,7,7,
321,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,262,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_262,NC19-3542,,,7,24,8,8,
322,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,271,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_271,NF13-4173-4_6,,,8,24,8,8,
323,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,290,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_290,NO_OATS_PLANTED,,,9,24,8,8,
324,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,299,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_299,LA17153SBSS-55-1,,,10,24,9,9,
325,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,318,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_318,HORIZON201,,,11,24,9,9,
326,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,327,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_327,Juggernaut,,,12,24,9,9,
327,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,357,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_357,LA17075SBSS-29-1,,,13,24,10,10,
328,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,360,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_360,NF12AS-107-4_4,,,14,24,10,10,
329,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,359,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_359,NF12AS-107-4_4,,,14,25,10,10,
330,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,358,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_358,LA17075SBSS-29-1,,,13,25,10,10,
331,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,326,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_326,FLLA17069-52,,,12,25,9,9,
332,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,319,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_319,Winter Hayden,,,11,25,9,9,
333,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,298,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_298,FLLA11019-8,,,10,25,9,9,
334,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,291,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_291,Juggernaut,,,9,25,8,8,
335,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,270,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_270,NF01401B,,,8,25,8,8,
336,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,263,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_263,NF97405B2,,,7,25,8,8,
337,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,242,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_242,NF12AS-73-4_3,,,6,25,7,7,
338,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,235,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_235,Clav 6982,,,5,25,7,7,
339,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,214,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_214,TX19CAS0057,,,4,25,7,7,
340,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,207,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_207,LA08039SBSBS-56-A1,,,3,25,6,6,
341,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,186,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_186,NF12AS-107-4_4,,,2,25,6,6,
342,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,179,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_179,LA17153SBSS-46-1,,,1,25,6,6,
343,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,180,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_180,LA17153SBSS-46-1,,,1,26,6,6,
344,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,185,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_185,NF12AS-107-4_4,,,2,26,6,6,
345,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,208,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_208,LA08039SBSBS-56-A1,,,3,26,6,6,
346,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,213,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_213,TX19CAS0057,,,4,26,7,7,
347,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,236,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_236,Clav 6982,,,5,26,7,7,
348,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,241,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_241,NF12AS-73-4_3,,,6,26,7,7,
349,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,264,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_264,NF97405B2,,,7,26,8,8,
350,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,269,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_269,NF01401B,,,8,26,8,8,
351,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,292,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_292,Juggernaut,,,9,26,8,8,
352,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,297,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_297,FLLA11019-8,,,10,26,9,9,
353,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,320,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_320,Winter Hayden,,,11,26,9,9,
354,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,325,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_325,FLLA17069-52,,,12,26,9,9,
355,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,324,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_324,NC21-6502,,,12,27,9,9,
356,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,321,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_321,NO_OATS_PLANTED,,,11,27,9,9,
357,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,296,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_296,NF97405-1,,,10,27,9,9,
358,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,293,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_293,LA17075SBSS-29-1,,,9,27,8,8,
359,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,268,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_268,TX18OCS9100,,,8,27,8,8,
360,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,265,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_265,NO_OATS_PLANTED,,,7,27,8,8,
361,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,240,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_240,Clav 4476,,,6,27,7,7,
362,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,237,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_237,LA99016,,,5,27,7,7,
363,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,212,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_212,PA7617-3460,,,4,27,7,7,
364,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,209,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_209,NC20-4551,,,3,27,6,6,
365,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,184,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_184,LA17153SBSS-55-1,,,2,27,6,6,
366,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,181,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_181,NC20-4402,,,1,27,6,6,
367,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,182,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_182,NC20-4402,,,1,28,6,6,
368,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,183,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_183,LA17153SBSS-55-1,,,2,28,6,6,
369,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,210,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_210,NC20-4551,,,3,28,6,6,
370,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,211,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_211,PA7617-3460,,,4,28,7,7,
371,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,238,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_238,LA99016,,,5,28,7,7,
372,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,239,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_239,Clav 4476,,,6,28,7,7,
373,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,266,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_266,NO_OATS_PLANTED,,,7,28,8,8,
374,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,267,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_267,TX18OCS9100,,,8,28,8,8,
375,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,294,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_294,LA17075SBSS-29-1,,,9,28,8,8,
376,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,295,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_295,NF97405-1,,,10,28,9,9,
377,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,322,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_322,NO_OATS_PLANTED,,,11,28,9,9,
378,plot,"Ithaca, NY - McGowan",Cornell_WinterOatPeaIntercrop_2024_Ithaca,323,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_323,NC21-6502,,,12,28,9,9,
